2014-02-25:42;21;25;28;35;6;4
2014-02-21:28;13;17;30;32;5;7
2014-02-18:36;37;26;23;49;6;7
2014-02-14:19;39;4;2;6;2;7
2014-11-02:47;25;8;17;41;1;2
2014-07-02:17;19;47;3;46;9;10
2014-04-02:37;1;33;21;38;8;4
2014-01-31:10;15;31;8;16;8;9
2014-01-28:18;23;48;20;42;2;9
2014-01-24:19;41;35;34;5;1;5
2014-01-21:4;42;35;48;12;5;8
2014-01-17:26;19;33;42;32;10;4
2014-01-14:25;18;20;26;37;11;10
2014-10-01:1;27;2;11;29;10;1
2014-07-01:2;45;20;27;33;6;10
2014-03-01:3;44;27;38;31;3;8
2015-12-29:5;36;32;31;20;6;7
2015-12-25:10;27;40;3;25;9;3
2015-12-22:19;41;18;40;20;7;10
2015-12-18:22;6;26;29;48;5;6
2015-12-15:11;27;35;8;23;4;11
2015-11-12:43;5;21;3;40;11;6
2015-08-12:48;29;12;38;17;9;11
2015-04-12:17;27;18;39;8;7;1
2015-01-12:35;15;45;25;2;10;8
2015-11-27:50;16;30;37;29;6;8
2015-11-24:26;14;17;9;16;10;11
2015-11-20:34;49;30;46;4;8;7
2015-11-17:6;37;23;38;7;11;10
2015-11-13:33;10;18;40;17;8;2
2015-10-11:43;39;13;6;18;2;8
2015-06-11:26;40;38;17;3;4;10
2015-03-11:39;27;49;8;46;2;6
2015-10-30:8;13;17;21;34;6;7
2015-10-27:11;20;25;36;12;9;6
2015-10-23:25;7;32;39;30;2;8
2015-10-20:21;19;30;45;17;8;10
2015-10-16:28;43;7;48;29;3;10
2015-10-13:26;15;12;47;29;11;3
2015-09-10:43;42;47;40;1;9;11
2015-06-10:22;32;29;11;20;1;8
2015-02-10:21;35;7;32;18;11;2
2015-09-29:14;49;26;11;29;3;9
2015-09-25:14;37;30;13;23;8;2
2015-09-22:27;14;23;29;26;7;10
2015-09-18:39;34;33;7;29;8;7
2015-09-15:44;8;15;17;49;5;8
2015-11-09:19;50;10;29;18;9;1
2015-08-09:42;14;40;39;16;1;4
2015-04-09:27;8;45;9;50;8;10
2015-01-09:6;27;45;19;21;8;1
2015-08-28:11;34;30;29;31;4;7
2015-08-25:31;33;50;27;42;5;2
2015-08-21:47;4;16;18;43;10;6
2015-08-18:7;10;19;12;11;2;9
2015-08-14:45;4;44;7;39;3;5
2015-11-08:2;16;3;15;8;4;11
2015-07-08:1;5;21;44;39;4;11
2015-04-08:50;15;39;10;45;10;9
2015-07-31:34;21;16;50;40;6;9
2015-07-28:36;23;49;43;32;8;7
2015-07-24:21;46;2;9;35;2;11
2015-07-21:14;29;44;27;20;10;7
2015-07-17:21;48;22;1;43;9;7
2015-07-14:34;18;36;19;6;1;8
2015-10-07:35;8;15;5;41;5;4
2015-07-07:7;41;33;18;6;10;3
2015-03-07:11;18;44;15;12;3;9
2015-06-30:11;28;15;34;37;1;8
2015-06-26:10;19;6;3;24;5;7
2015-06-23:16;38;4;22;49;6;9
2015-06-19:7;14;20;31;42;9;3
2015-06-16:15;10;36;16;37;3;9
2015-12-06:11;10;37;5;8;9;7
2015-09-06:5;34;17;9;32;8;6
2015-05-06:8;7;2;48;45;9;1
2015-02-06:23;7;41;29;37;1;8
2015-05-29:3;4;20;45;48;6;8
2015-05-26:6;24;7;21;5;6;5
2015-05-22:18;44;35;24;45;5;11
2015-05-19:35;37;31;26;30;11;8
2015-05-15:47;42;44;5;35;9;8
2015-12-05:29;30;14;46;40;3;6
2015-08-05:14;19;49;7;47;10;3
2015-05-05:1;17;10;42;20;9;8
2015-01-05:19;26;20;25;3;6;10
2015-04-28:36;24;28;26;45;10;7
2015-04-24:31;5;40;29;19;3;10
2015-04-21:14;42;17;6;45;8;1
2015-04-17:39;2;34;24;30;11;8
2015-04-14:49;34;32;24;35;2;1
2015-10-04:25;43;22;23;30;5;9
2015-07-04:39;25;50;44;18;8;5
2015-03-04:39;37;49;29;27;4;2
2015-03-31:8;28;20;24;49;8;9
2015-03-27:30;39;32;44;2;10;6
2015-03-24:40;10;39;24;26;3;10
2015-03-20:3;14;42;48;37;1;10
2015-03-17:11;23;44;38;26;8;1
2015-03-13:4;5;22;18;23;3;1
2015-10-03:31;30;2;6;23;10;2
2015-06-03:47;30;49;50;23;7;2
2015-03-03:6;21;13;8;11;8;7
2015-02-27:17;25;14;5;47;10;9
2015-02-24:3;28;25;34;50;1;11
2015-02-20:37;46;10;4;14;4;7
2015-02-17:5;2;18;43;30;10;1
2015-02-13:24;12;39;44;42;3;11
2015-10-02:30;45;20;13;17;9;10
2015-06-02:50;30;10;26;39;8;7
2015-03-02:50;44;17;31;33;11;7
2015-01-30:9;24;15;13;19;3;8
2015-01-27:10;33;5;31;40;10;8
2015-01-23:30;45;29;38;6;8;1
2015-01-20:33;47;15;41;44;10;8
2015-01-16:34;32;29;30;46;6;3
2015-01-13:34;31;21;8;17;10;9
2015-09-01:6;32;45;21;24;1;11
2015-06-01:20;38;30;14;49;4;3
2015-02-01:24;25;49;28;22;3;6
2016-12-30:8;10;22;29;47;1;3
2016-12-27:32;22;39;25;3;7;12
2016-12-23:46;39;16;20;4;2;5
2016-12-20:15;27;13;21;17;2;3
2016-12-16:45;10;6;30;41;4;11
2016-12-13:28;50;48;29;14;2;8
2016-09-12:6;40;37;28;12;1;5
2016-06-12:27;1;7;11;45;4;9
2016-02-12:6;11;23;31;32;2;12
2016-11-29:38;27;21;28;26;9;11
2016-11-25:28;23;5;11;17;10;11
2016-11-22:47;10;5;33;34;10;2
2016-11-18:3;12;27;32;47;6;8
2016-11-15:42;7;15;36;48;3;7
2016-11-11:38;49;3;22;23;2;9
2016-08-11:5;9;47;49;50;8;9
2016-04-11:7;11;12;48;44;3;7
2016-01-11:6;10;20;29;37;1;9
2016-10-28:23;43;10;19;16;2;8
2016-10-25:28;15;21;3;20;1;5
2016-10-21:48;9;23;20;44;8;10
2016-10-18:2;25;17;21;27;6;9
2016-10-14:31;34;19;7;13;1;11
2016-11-10:12;37;20;24;5;4;11
2016-07-10:12;30;27;20;2;11;9
2016-04-10:4;38;7;14;34;4;11
2016-09-30:35;44;17;37;43;2;10
2016-09-27:6;9;13;39;41;2;12
2016-09-23:14;39;42;49;16;3;9
2016-09-20:45;41;4;1;10;9;6
2016-09-16:32;5;22;8;14;2;11
2016-09-13:44;16;4;7;35;1;3
2016-09-09:28;4;11;17;15;1;3
2016-06-09:45;12;34;24;30;7;10
2016-02-09:50;40;16;32;8;2;11
2016-08-30:29;42;13;16;35;6;8
2016-08-26:48;9;30;28;1;7;8
2016-08-23:2;31;45;37;23;4;8
2016-08-19:22;6;5;25;34;5;7
2016-08-16:34;37;46;26;2;4;8
2016-12-08:15;50;36;2;28;2;11
2016-09-08:19;43;44;12;45;5;10
2016-05-08:19;16;24;37;35;2;7
2016-02-08:27;46;38;2;8;2;6
2016-07-29:40;26;50;1;21;2;4
2016-07-26:13;49;10;45;3;2;11
2016-07-22:26;45;24;7;37;5;9
2016-07-19:24;37;19;28;36;3;6
2016-07-15:2;11;14;13;21;1;8
2016-12-07:26;3;41;33;7;2;10
2016-08-07:12;18;8;44;33;8;4
2016-05-07:38;29;10;48;1;3;4
2016-01-07:11;50;13;40;2;1;10
2016-06-28:43;37;32;26;49;4;5
2016-06-24:11;19;39;28;27;3;10
2016-06-21:32;35;17;49;5;1;5
2016-06-17:43;1;18;27;7;4;8
2016-06-14:13;50;42;39;34;9;11
2016-10-06:21;35;42;14;43;7;9
2016-07-06:26;49;19;45;35;2;5
2016-03-06:7;31;39;23;33;6;10
2016-05-31:6;30;26;48;12;6;7
2016-05-27:46;27;13;43;25;4;8
2016-05-24:37;17;34;16;23;6;9
2016-05-20:41;9;30;14;45;4;9
2016-05-17:32;27;39;36;15;3;10
2016-05-13:31;28;42;15;7;10;11
2016-10-05:40;2;26;27;49;5;10
2016-06-05:45;48;40;34;32;1;10
2016-03-05:23;34;8;24;38;3;7
2016-04-29:4;25;28;5;43;6;11
2016-04-26:10;42;17;32;31;2;5
2016-04-22:32;43;26;34;17;2;10
2016-04-19:27;14;44;15;11;2;7
2016-04-15:13;32;37;14;48;1;7
2016-12-04:9;1;5;22;38;2;10
2016-08-04:43;8;49;6;26;6;10
2016-05-04:3;19;40;9;5;2;5
2016-01-04:23;25;2;49;16;6;9
2016-03-29:4;25;19;36;1;3;11
2016-03-25:43;36;12;42;19;5;8
2016-03-22:15;49;12;26;42;5;8
2016-03-18:14;49;21;19;24;5;11
2016-03-15:7;10;5;44;34;2;10
2016-11-03:26;43;1;21;40;6;9
2016-08-03:9;14;23;8;1;1;7
2016-04-03:9;23;40;16;14;1;5
2016-01-03:37;7;28;13;4;10;11
2016-02-26:13;50;5;33;15;9;11
2016-02-23:42;32;23;25;37;1;11
2016-02-19:32;13;14;39;30;3;9
2016-02-16:3;22;50;10;37;6;10
2016-12-02:31;49;28;20;3;2;5
2016-09-02:9;6;13;28;37;4;5
2016-05-02:46;32;27;3;41;4;8
2016-02-02:36;21;10;6;9;2;6
2016-01-29:29;32;23;1;5;1;7
2016-01-26:15;40;24;48;38;2;9
2016-01-22:27;10;30;47;12;8;9
2016-01-19:2;30;38;43;46;7;2
2016-01-15:43;38;19;10;46;1;11
2016-12-01:2;10;30;44;1;1;8
2016-08-01:35;33;26;40;5;3;8
2016-05-01:36;10;6;39;31;6;10
2016-01-01:44;37;38;39;4;4;7
2017-12-29:4;8;22;23;48;1;12
2017-12-26:4;17;30;43;44;2;10
2017-12-22:5;24;30;31;43;3;6
2017-12-19:8;15;30;38;46;4;7
2017-12-15:25;30;31;42;50;2;11
2017-12-12:39;20;37;50;44;4;8
2017-08-12:4;22;30;32;34;3;4
2017-05-12:48;11;44;43;36;2;7
2017-01-12:5;46;29;35;24;11;12
2017-11-28:42;1;12;6;18;2;7
2017-11-24:19;24;28;30;50;3;10
2017-11-21:31;28;10;2;14;7;5
2017-11-17:35;36;26;42;20;5;12
2017-11-14:16;40;39;41;14;8;10
2017-10-11:37;36;29;22;13;1;9
2017-07-11:37;19;41;20;7;12;2
2017-03-11:41;5;33;17;12;4;9
2017-10-31:46;12;43;36;1;3;5
2017-10-27:39;23;16;32;3;1;4
2017-10-24:27;9;33;13;11;7;10
2017-10-20:4;27;23;30;17;3;8
2017-10-17:19;26;17;13;36;2;3
2017-10-13:23;37;50;29;45;5;11
2017-10-10:36;4;37;21;34;3;6
2017-06-10:1;9;15;19;25;1;7
2017-03-10:32;6;50;24;48;1;5
2017-09-29:18;32;7;48;19;3;7
2017-09-26:40;29;1;48;41;6;12
2017-09-22:6;11;31;39;42;1;3
2017-09-19:45;21;1;8;30;2;3
2017-09-15:44;49;13;18;37;9;12
2017-12-09:35;17;29;10;27;4;11
2017-08-09:9;24;42;47;49;1;5
2017-05-09:28;18;29;6;9;9;1
2017-01-09:3;7;8;14;49;5;8
2017-08-29:4;12;32;15;38;1;5
2017-08-25:15;7;1;47;5;9;12
2017-08-22:10;12;17;3;27;3;5
2017-08-18:39;42;24;45;2;2;8
2017-08-15:10;14;30;35;46;4;10
2017-11-08:18;28;39;46;48;5;12
2017-08-08:26;15;40;25;41;4;5
2017-04-08:29;30;41;40;36;9;2
2017-01-08:29;24;21;30;14;8;10
2017-07-28:41;9;31;5;29;2;4
2017-07-25:14;44;43;48;12;2;11
2017-07-21:8;1;26;49;9;5;9
2017-07-18:41;27;1;45;25;5;7
2017-07-14:21;14;20;47;11;10;7
2017-11-07:50;26;42;22;14;8;10
2017-07-07:11;20;35;37;45;3;6
2017-04-07:22;25;10;37;49;8;5
2017-06-30:35;50;39;17;47;6;8
2017-06-27:45;17;21;9;28;1;3
2017-06-23:4;31;21;3;38;3;7
2017-06-20:44;43;11;18;26;8;10
2017-06-16:38;42;15;17;41;9;12
2017-06-13:12;3;22;27;49;4;11
2017-09-06:9;39;27;20;43;10;11
2017-06-06:25;40;20;22;37;3;7
2017-02-06:8;42;33;24;10;3;9
2017-05-30:27;48;38;12;7;6;9
2017-05-26:5;7;26;36;39;2;10
2017-05-23:15;8;42;25;27;1;4
2017-05-19:30;12;9;19;11;4;9
2017-05-16:20;8;30;11;15;3;8
2017-12-05:2;20;28;29;44;3;9
2017-09-05:26;22;16;12;8;6;7
2017-05-05:7;43;30;3;35;1;3
2017-02-05:27;25;19;6;23;11;12
2017-04-28:14;20;25;30;39;2;8
2017-04-25:11;9;32;19;43;3;9
2017-04-21:2;13;22;49;16;4;5
2017-04-18:22;17;45;38;31;5;12
2017-04-14:33;20;4;14;23;6;10
2017-11-04:5;21;22;31;49;2;8
2017-07-04:2;10;19;35;50;6;7
2017-04-04:24;33;9;1;34;2;6
2017-03-31:17;24;26;28;45;4;12
2017-03-28:9;13;31;33;46;6;10
2017-03-24:2;21;17;27;34;5;9
2017-03-21:47;23;20;44;1;4;11
2017-03-17:19;29;36;6;10;3;9
2017-03-14:21;5;44;36;3;3;6
2017-10-03:38;49;31;47;36;8;11
2017-07-03:6;37;50;41;48;4;5
2017-03-03:47;2;11;29;30;1;12
2017-02-28:35;31;10;42;20;2;12
2017-02-24:13;2;43;22;4;8;9
2017-02-21:19;41;49;13;45;3;4
2017-02-17:19;25;33;36;48;2;9
2017-02-14:44;40;24;2;10;3;10
2017-10-02:43;26;7;35;21;2;9
2017-07-02:44;38;4;31;10;8;10
2017-03-02:3;4;15;46;50;5;9
2017-01-31:4;17;44;23;3;6;9
2017-01-27:17;20;28;45;48;5;9
2017-01-24:5;1;23;17;7;3;8
2017-01-20:17;10;27;49;31;3;5
2017-01-17:43;4;25;16;47;2;10
2017-01-13:3;7;16;26;50;4;7
2017-10-01:44;29;35;11;2;4;9
2017-06-01:10;14;18;21;49;9;11
2017-03-01:34;27;49;23;19;1;11
2018-12-28:13;16;34;35;45;10;12
2018-12-25:4;5;8;31;43;2;9
2018-12-21:2;12;15;34;50;3;4
2018-12-18:1;9;18;39;48;5;7
2018-12-14:12;29;38;42;44;2;12
2018-11-12:4;7;13;23;42;1;3
2018-07-12:11;17;26;37;48;1;10
2018-04-12:21;19;45;20;42;8;9
2018-11-30:3;10;12;23;26;1;12
2018-11-27:4;16;17;18;32;2;11
2018-11-23:25;30;5;26;8;3;10
2018-11-20:6;19;39;45;48;7;12
2018-11-16:9;10;13;28;41;1;12
2018-11-13:2;7;10;13;42;3;6
2018-09-11:14;17;32;37;49;11;12
2018-06-11:14;24;36;40;43;2;9
2018-02-11:5;15;17;37;44;7;11
2018-10-30:44;27;23;17;43;1;12
2018-10-26:5;18;21;31;35;6;9
2018-10-23:1;2;5;21;32;2;12
2018-10-19:1;3;29;47;48;3;12
2018-10-16:15;28;37;40;42;1;6
2018-12-10:4;9;12;31;43;5;8
2018-09-10:3;12;36;44;45;8;11
2018-05-10:8;16;24;26;35;3;11
2018-02-10:7;17;29;37;45;3;11
2018-09-28:2;4;8;27;50;2;9
2018-09-25:6;15;20;30;38;4;7
2018-09-21:5;7;21;25;37;3;4
2018-09-18:3;8;10;32;45;4;12
2018-09-14:1;3;33;40;45;3;4
2018-11-09:9;18;32;38;46;2;3
2018-07-09:50;31;27;4;23;1;8
2018-04-09:5;14;28;30;47;4;11
2018-08-31:4;30;31;38;42;4;6
2018-08-28:4;16;32;42;46;8;12
2018-08-24:3;14;31;36;50;1;12
2018-08-21:16;23;42;43;49;10;12
2018-08-17:2;15;18;24;43;8;12
2018-08-14:1;15;18;25;31;9;11
2018-10-08:18;20;36;43;44;3;9
2018-07-08:16;28;29;30;36;8;10
2018-03-08:7;26;36;38;43;6;12
2018-07-31:20;25;34;42;45;6;11
2018-07-27:11;17;22;23;41;6;11
2018-07-24:2;4;23;39;40;3;9
2018-07-20:2;15;40;43;46;3;6
2018-07-17:4;6;27;48;50;1;11
2018-07-13:1;4;14;21;49;2;12
2018-10-07:3;8;26;33;45;7;10
2018-06-07:8;30;33;38;48;2;10
2018-03-07:1;12;15;29;48;3;5
2018-06-29:15;21;23;40;48;3;12
2018-06-26:15;16;20;34;50;4;7
2018-06-22:14;25;39;41;44;2;8
2018-06-19:7;19;26;42;50;4;9
2018-06-15:23;26;33;38;49;1;12
2018-12-06:7;21;23;36;38;6;8
2018-08-06:8;19;32;43;46;2;8
2018-05-06:9;15;22;39;46;4;5
2018-01-06:17;18;24;29;40;4;5
2018-05-29:6;11;20;38;43;2;4
2018-05-25:13;15;16;28;41;4;5
2018-05-22:1;11;37;41;48;8;12
2018-05-18:5;8;10;13;31;3;6
2018-05-15:4;16;20;31;39;2;12
2018-11-05:3;22;34;49;50;8;11
2018-08-05:17;25;35;39;44;2;5
2018-04-05:6;12;23;39;45;9;12
2018-01-05:6;15;17;42;48;4;6
2018-04-27:12;24;40;41;46;5;12
2018-04-24:20;23;28;30;44;3;7
2018-04-20:3;16;25;39;44;7;11
2018-04-17:15;27;33;39;50;4;6
2018-04-13:5;25;34;48;50;6;7
2018-10-04:14;27;39;46;48;11;12
2018-06-04:1;29;33;45;47;4;8
2018-03-04:3;8;16;40;43;5;8
2018-03-30:12;17;28;35;47;7;11
2018-03-27:17;20;23;40;46;9;10
2018-03-23:5;7;11;46;50;8;11
2018-03-20:26;29;37;39;44;9;11
2018-03-16:4;17;24;27;31;10;11
2018-03-13:9;11;13;33;49;6;12
2018-09-03:9;14;21;32;44;1;12
2018-06-03:15;20;26;31;44;2;9
2018-02-03:2;7;34;45;48;1;12
2018-02-27:3;31;41;48;50;8;11
2018-02-23:18;17;28;47;10;3;7
2018-02-20:6;14;19;25;29;5;11
2018-02-16:10;12;23;32;50;4;10
2018-02-13:10;13;17;21;44;1;10
2018-09-02:22;31;36;38;44;1;11
2018-06-02:8;17;28;34;38;6;12
2018-02-02:14;34;36;39;48;2;3
2018-01-30:11;15;21;27;35;4;5
2018-01-26:6;15;24;28;48;4;9
2018-01-23:5;8;9;23;24;7;8
2018-01-19:3;8;17;44;50;2;7
2018-01-16:20;23;31;34;46;3;12
2018-12-01:13;21;23;30;45;4;6
2018-09-01:6;12;15;38;49;2;9
2018-05-01:2;5;20;38;41;4;8
2018-02-01:10;20;21;28;48;1;8
2019-12-31:26;31;33;41;48;2;4
2019-12-27:1;7;22;26;35;5;10
2019-12-24:3;11;13;14;47;3;6
2019-12-20:8;24;30;32;34;3;4
2019-12-17:1;7;12;25;49;6;9
2019-12-13:9;16;18;23;32;2;10
2019-10-12:2;10;19;21;47;2;8
2019-06-12:1;3;27;39;46;1;10
2019-03-12:18;31;32;38;48;4;12
2019-11-29:3;7;12;42;50;6;8
2019-11-26:2;3;15;19;34;5;8
2019-11-22:3;21;32;34;48;3;11
2019-11-19:8;10;15;30;42;4;6
2019-11-15:3;13;20;32;34;4;11
2019-12-11:1;21;23;25;39;2;4
2019-08-11:8;17;20;23;45;2;8
2019-05-11:9;14;25;33;48;2;12
2019-01-11:2;20;39;44;48;5;7
2019-10-29:16;18;28;42;49;5;10
2019-10-25:34;37;39;40;50;4;10
2019-10-22:2;5;32;33;47;7;8
2019-10-18:8;18;22;41;42;11;12
2019-10-15:3;28;31;32;34;4;5
2019-11-10:2;14;19;42;45;5;6
2019-08-10:7;10;15;44;49;3;12
2019-04-10:6;9;35;41;44;6;9
2019-01-10:2;11;18;40;46;1;4
2019-09-27:24;37;41;43;46;2;8
2019-09-24:2;33;42;47;48;1;2
2019-09-20:8;21;25;38;50;4;8
2019-09-17:22;45;43;44;37;1;12
2019-09-13:1;12;27;42;47;6;7
2019-10-09:3;22;25;30;49;3;6
2019-06-09:10;13;22;40;48;2;5
2019-03-09:7;11;38;39;44;7;10
2019-08-30:25;27;45;46;49;4;6
2019-08-27:8;26;35;43;47;1;9
2019-08-23:4;17;35;42;45;2;8
2019-08-20:20;22;23;24;37;1;4
2019-08-16:9;10;27;37;42;1;5
2019-08-13:13;29;31;33;40;2;3
2019-09-08:2;14;35;41;42;10;11
2019-06-08:12;13;29;36;38;4;12
2019-02-08:13;22;33;44;50;2;5
2019-07-30:15;20;23;27;40;3;6
2019-07-26:2;5;27;37;42;3;10
2019-07-23:1;14;19;23;38;3;7
2019-07-19:13;14;17;26;28;2;7
2019-07-16:5;13;18;39;3;8;7
2019-12-07:2;31;39;45;47;4;8
2019-09-07:7;29;32;36;41;6;7
2019-05-07:2;9;20;34;42;6;9
2019-02-07:19;44;11;29;45;12;8
2019-06-28:1;3;16;33;49;2;11
2019-06-25:6;26;27;34;46;1;9
2019-06-21:5;8;9;25;39;3;7
2019-06-18:12;24;37;40;44;3;7
2019-06-14:1;13;30;31;39;2;7
2019-11-06:25;27;39;42;46;11;12
2019-07-06:1;4;16;20;34;2;5
2019-04-06:31;32;9;39;41;8;2
2019-05-31:1;23;24;26;35;1;11
2019-05-28:7;19;20;28;29;1;5
2019-05-24:5;16;23;30;49;6;7
2019-05-21:32;33;34;39;47;8;12
2019-05-17:16;28;42;43;45;6;7
2019-05-14:10;14;17;25;50;2;10
2019-10-05:1;4;27;45;48;1;7
2019-07-05:7;20;26;32;47;2;11
2019-03-05:2;9;20;27;43;5;6
2019-04-30:5;12;20;26;48;2;11
2019-04-26:33;35;50;47;14;11;9
2019-04-23:18;23;27;42;44;2;7
2019-04-19:7;8;32;41;49;5;11
2019-04-16:1;8;15;44;49;2;11
2019-12-04:1;28;35;36;46;6;9
2019-09-04:18;21;29;38;41;1;11
2019-05-04:7;45;10;1;29;5;3
2019-02-04:9;26;16;2;36;6;7
2019-03-29:13;23;26;32;47;6;10
2019-03-26:12;19;23;43;47;2;6
2019-03-22:4;17;26;30;43;6;11
2019-03-19:1;6;9;34;47;7;12
2019-03-15:46;24;42;15;3;12;9
2019-12-03:5;7;13;19;31;2;9
2019-08-03:17;18;19;24;40;4;8
2019-05-03:6;10;16;39;46;8;11
2019-01-03:6;9;19;26;31;11;12
2019-02-26:3;15;29;35;47;3;4
2019-02-22:3;27;29;33;50;3;7
2019-02-19:1;8;18;19;39;7;9
2019-02-15:15;27;34;38;49;2;10
2019-12-02:6;34;36;41;50;1;5
2019-08-02:11;12;13;39;46;7;10
2019-05-02:14;25;31;37;43;2;3
2019-01-02:3;21;26;41;46;1;6
2019-01-29:14;24;26;32;39;3;8
2019-01-25:1;6;13;15;16;6;10
2019-01-22:9;23;29;41;49;8;10
2019-01-18:5;6;16;30;46;5;10
2019-01-15:33;22;35;25;29;3;6
2019-11-01:1;19;31;39;48;1;6
2019-08-01:3;19;22;31;32;2;11
2019-04-01:7;11;19;27;37;6;10
2019-01-01:1;8;11;25;28;4;6
2020-12-29:7;32;39;40;45;3;8
2020-12-25:16;21;27;30;32;3;5
2020-12-22:2;10;16;42;50;4;11
2020-12-18:2;3;13;17;21;7;8
2020-12-15:9;13;21;29;35;1;2
2020-11-12:6;9;13;24;41;3;12
2020-08-12:1;4;21;24;46;2;12
2020-04-12:14;20;27;34;38;1;11
2020-01-12:14;20;29;47;49;4;12
2020-11-27:2;5;8;14;16;8;9
2020-11-24:25;33;38;42;50;8;12
2020-11-20:28;29;39;48;50;5;7
2020-11-17:16;19;25;30;44;2;6
2020-11-13:1;5;17;28;31;1;10
2020-10-11:3;19;29;32;38;5;12
2020-06-11:7;12;37;40;50;1;2
2020-03-11:5;7;18;20;30;6;7
2020-10-30:12;16;20;21;28;3;9
2020-10-27:13;15;28;32;44;3;12
2020-10-23:10;15;19;21;23;3;12
2020-10-20:5;6;15;37;42;3;4
2020-10-16:15;33;38;40;50;3;6
2020-10-13:5;14;38;41;46;1;10
2020-09-10:11;15;35;41;50;5;8
2020-06-10:4;21;36;41;47;9;11
2020-02-10:6;12;15;40;45;3;9
2020-09-29:4;14;16;41;44;11;12
2020-09-25:19;23;34;37;45;1;7
2020-09-22:16;25;28;39;40;1;6
2020-09-18:2;10;19;25;45;1;7
2020-09-15:16;20;25;30;38;6;8
2020-11-09:34;38;42;43;45;9;12
2020-08-09:2;9;31;35;41;9;12
2020-04-09:6;22;29;40;43;4;7
2020-01-09:4;8;10;33;46;8;11
2020-08-28:7;12;16;17;31;7;9
2020-08-25:18;37;39;30;7;10;8
2020-08-21:10;15;35;44;50;3;5
2020-08-18:6;12;17;34;42;5;12
2020-08-14:9;10;19;42;49;4;12
2020-11-08:8;13;14;42;50;3;9
2020-07-08:5;20;21;36;41;6;11
2020-04-08:42;2;5;1;15;8;5
2020-07-31:21;24;30;46;49;2;5
2020-07-28:9;13;15;17;34;2;7
2020-07-24:8;9;27;28;50;4;12
2020-07-21:14;15;24;29;42;2;4
2020-07-17:7;15;27;41;43;7;9
2020-07-14:11;22;30;37;47;9;10
2020-10-07:15;17;23;30;38;2;7
2020-07-07:12;16;23;33;41;8;10
2020-03-07:4;16;27;37;39;3;6
2020-06-30:1;6;11;28;42;2;10
2020-06-26:1;10;12;21;26;5;11
2020-06-23:19;46;49;12;2;8;1
2020-06-19:5;14;19;24;43;3;11
2020-06-16:4;9;11;17;39;2;10
2020-12-06:2;24;39;45;46;4;8
2020-09-06:5;15;27;36;46;2;8
2020-05-06:5;11;17;24;37;3;6
2020-02-06:10;12;22;26;49;7;11
2020-05-29:4;8;11;19;46;4;8
2020-05-26:4;9;14;21;27;4;6
2020-05-22:3;18;22;27;32;2;7
2020-05-19:5;25;32;37;43;6;7
2020-05-15:11;23;32;34;39;1;6
2020-12-05:9;16;29;37;39;4;11
2020-08-05:8;25;32;33;38;7;9
2020-05-05:2;10;22;27;41;2;3
2020-01-05:47;20;19;45;38;2;6
2020-04-28:15;23;26;28;32;1;5
2020-04-24:1;5;19;21;28;4;7
2020-04-21:10;11;14;23;28;6;8
2020-04-17:16;28;32;37;45;1;11
2020-04-14:6;29;34;35;40;4;11
2020-10-04:3;10;17;33;39;1;4
2020-07-04:4;5;14;33;48;7;12
2020-03-04:16;19;34;46;50;2;6
2020-03-31:12;17;24;30;36;1;9
2020-03-27:11;14;27;41;46;2;3
2020-03-24:7;12;26;30;33;10;11
2020-03-20:40;9;20;34;3;6;12
2020-03-17:5;7;8;16;20;2;12
2020-03-13:3;11;21;27;36;9;10
2020-10-03:11;23;30;37;43;5;12
2020-06-03:15;38;43;45;46;1;11
2020-03-03:4;14;27;44;45;1;10
2020-02-28:8;11;20;22;23;3;4
2020-02-25:1;4;18;27;42;4;6
2020-02-21:7;23;30;32;45;5;9
2020-02-18:11;32;34;38;47;2;10
2020-02-14:5;20;35;41;49;6;10
2020-11-02:24;26;32;43;46;6;10
2020-07-02:9;15;17;25;40;3;9
2020-04-02:21;23;33;35;47;6;7
2020-01-31:13;18;20;23;30;2;4
2020-01-28:1;19;27;31;38;4;5
2020-01-24:3;4;6;9;24;5;8
2020-01-21:10;11;24;36;46;3;5
2020-01-17:8;19;20;29;44;3;8
2020-01-14:21;25;29;39;44;8;9
2020-10-01:6;17;32;44;46;2;6
2020-07-01:5;8;12;37;43;6;11
2020-03-01:5;15;20;36;47;8;12
2021-02-02:18;20;35;38;48;9;12
2021-01-29:1;5;27;36;42;1;6
2021-01-26:5;7;25;37;40;2;8
2021-01-22:8;16;42;44;47;6;7
2021-01-19:25;27;31;35;43;5;6
2021-01-15:4;10;27;38;40;3;11
2021-12-01:2;10;18;34;35;6;9
2021-08-01:18;23;37;41;42;4;6
2021-05-01:12;34;37;38;42;1;3
2021-01-01:16;28;32;44;48;1;9
